HEARING	SPEAKER	MAIN SPEAKER	ROLE	TEXT
2019-11-20	Stephen Castor	Lawyer-R	Lawyer-R	At one point in your text she said, let’s get on the phone. Right. And you said you’re an individual that doesn’t like to walk through these issues on text when you can talk about it on the telephone, correct?
2019-11-20	Stephen Castor	Lawyer-R	Lawyer-R	Okay. And did you talk with Ambassador Taylor?
2019-11-20	Stephen Castor	Lawyer-R	Lawyer-R	Okay. And just getting back to the irregular channel, did anyone else express any concerns to you about this so called irregular channel?
2019-11-20	Stephen Castor	Lawyer-R	Lawyer-R	And so the concerns, you know, raised were never brought to a head?
2019-11-20	Stephen Castor	Lawyer-R	Lawyer-R	Okay.
2019-11-20	Stephen Castor	Lawyer-R	Lawyer-R	When you talk in your statement about in the absence of any credible explanation for the suspension of aid, I later came to believe, it was your speculation, it was your guess that the resumption of security aid would not occur until there was a public statement from Ukraine committing to the investigations of 2016. I believe you said that at this point you believed everyone knew this. Is that correct?
2019-11-20	Stephen Castor	Lawyer-R	Lawyer-R	Okay. But you had no evidence to prove that, correct?
2019-11-20	Stephen Castor	Lawyer-R	Lawyer-R	You stated that you haven’t been able to access your records, is that correct?
2019-11-20	Stephen Castor	Lawyer-R	Lawyer-R	But you’ve also stated that you don’t take notes. Right?
2019-11-20	Stephen Castor	Lawyer-R	Lawyer-R	You freely admit that you, I asked you your deposition, we put together a list of all the times you said you don’t recall. It’s like two pages long.
2019-11-20	Stephen Castor	Lawyer-R	Lawyer-R	So, you know, you don’t on a lot of these questions, I mean there’s nuance, there are ambiguities and we don’t have records, we don’t have notes and we don’t have recollections, correct?
2019-11-20	Stephen Castor	Lawyer-R	Lawyer-R	I mean, what we’re trying to get to the facts here, we’re trying to find out what actually happened, what’s reliable, what’s accurate. Bill Taylor kept notes. He brought a little notebook in his pocket at his deposition and he held it up and he says, when I’m not at my desk and I’m on the phone, I use this notebook. When I’m at my desk, I use a notebook. George Kent said he wrote just innumerable memos to the file. Catherine Croft, she testified that she didn’t believe George Kent’s notes would be accurate. And so, you know, we have all this, you know, back and forth, but you know as we get to the end here, you don’t have records. You don’t have your notes because you didn’t take notes. You don’t have a lot of recollections. I mean, this is the like the trifecta of unreliability isn’t that true?
2019-11-20	Stephen Castor	Lawyer-R	Lawyer-R	But a lot of it’s speculation, a lot of it is your guess and we’re talking about an impeachment of the President United States. So the evidence here ought to be pretty darn good.
2019-11-20	Stephen Castor	Lawyer-R	Lawyer-R	Okay, thank you sir.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Good afternoon, welcome back from lunch. Hope you had some sandwiches or something delicious.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Dr. Hill, thank you for your service. Also thank you for your participation in the deposition on October 14th, Columbus day. We were with you most of the day, so I appreciate that. Mr. Holmes, thank you as well. You?re a late entrant into this situation and things sure did escalate quickly. We spoke with you last Friday night about what we thought was going to be a 30 second vignette about a two minute phone call. And it turns out with your 40 minute opener today, you have a lot of information to share. So we appreciate you being here. Dr. Hill, your last day at the National Security Council was July 19th, is that correct?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	So you weren?t involved with the July 25th call and you weren?t involved with any of the relevant activities related to the pause in the aid?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And as of July 19th, did you believe that a call was going to be scheduled for the 25th?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And what was the thinking at the NSC as of July 19th about such a call?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Okay, were you in favor-
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And where are you in favor of such a call as of the 19th?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Okay. And how about Ambassador Bolton to your knowledge?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Do you know what his opposition was?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And were you surprised that a call ultimately was scheduled?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And did you have any communications with anyone back at your old staff with about how that came to be?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Okay. You did learn about the pause in the security assistance aid-
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And there were several meetings about this, I believe you testified to.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And is it fair to say that stops and starts in aid like this sometimes do happen?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And I believe you had testified that there was a freeze put on all kinds of aid and assistance because it was in the process, at that time there were significant reviews of foreign assistance going on.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And what else can you tell us about that?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Yeah.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And at this time as well, Ambassador Volker and Ambassador Sondland, they had become a little bit more involved with Ukraine policy?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	What can you tell us about Ambassador Volker?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Okay, and you said he?s a man of integrity?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And always acted in the best interests of the United States.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	When did you first learn of Ambassador Sondland?s involvement?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Did you have any concerns when he presented himself to you as somebody with a major role?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And did you express any concerns to him directly?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	What were those concerns?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Did that surprise you when he told you that?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Right. I believe you used the term, ?a large remit,? that he characterized. He had been given ?a large remit? from the President.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Right. We asked Ambassador Sondland about that at his deposition and he conceded that he may have been spinning a little bit when he said that the President specifically gave him that role and he indicated that his authority was coming at least a little bit more from the Secretary of State. At any point in time, was that relayed to you?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Were you encouraged, as of your last day in the office, that U.S. policy towards the Ukraine was headed in the right direction?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And why was that?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Well, I was concerned about two things in particular. One was again, the removal of our ambassador, and again, I will say for the record that the President has a perfect right to remove any ambassador at any time for any reason. But I was very concerned about the circumstances in which her reputation had been maligned repeatedly on television and in all kinds of exchanges. I felt that that was completely unnecessary. If the President wanted to remove an ambassador, which he did quite frequently, there was a number of ambassadors removed, who were not political but career officials that was done, but without these kinds of interventions. I wondered what that message was being sent. So there was that.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And then on the second front, it was very clear at this point that there was, let?s just say a different channel in operation and relations to Ukraine. One that was domestic and political in nature, and it was very different from the channel or the loop, however you like it, that I and my colleagues were in, where we were focused on bilateral relations and the U.S. foreign policy toward Ukraine. And these two things had diverged at this point
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	In the run up to Ambassador Yovanovich?s separation from post, did you have any communications with officials at the State Department about your concerns?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And who did you relate those concerns to?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Okay. And you advocated to all those officials about your concerns about the information being spread about Ambassador Yovanovitch?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	The Trump administration changed courses from its predecessor and provided lethal defensive assistance to the Ukraine. Were you in favor of arming the Ukrainians with the javelins?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Okay. And you?re in fact, one of the, I believe the only witness that we?ve spoken to that has been able to articulate the opposition to providing the javelins. And as we understand it during the Obama administration, the interagency consensus was in fact to provide the javelins but they were not provided. Are you aware of the decision back then?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And Mr. Holmes, you?re on the ground in Kiev and the javelins have now been authorized, provided. What?s the view from the field, the U.S. embassy as to the effectiveness of the javelins?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And Ambassador Taylor has testified, Mr. Kent has testified that this is in fact the consensus of the inner agency of providing the javelins. In your experience of working with Ambassador Taylor, was he also very much an advocate for this?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Do you have something?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	I want to turn to President?s Zelensky?s inauguration. Ambassador Volker testified that he was very pleased with the size of the delegation, although the Vice President was unable to make the trip. Secretary Perry, Ambassador Volker, Ambassador Sondland. And I understand Dr. Hill, you were involved with some of the logistics and putting the delegation together.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	What can you tell us about the Vice President?s role in attending or not attending?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Right. The President was traveling in Japan and then he was headed to Europe for the D-Day anniversary. The Vice President?s office, according to Ms. Williams, provided four days. The end of end of May, the 29th, 30th, 31st, June 1st. And as it turned out the Ukrainians decided, I believe it was on May 16th to schedule the inauguration for four days later. And by this point in time the the Vice President had been rerouted for a trip to Canada about the USMCA. And I just want to ask you, you don?t have any evidence that the Vice President was encouraged not to attend for any other reason, do you?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And Ms. Williams testimony was that she just heard from the chief of staff?s assistant that the Vice President one was not able to go. The leap, that the reason for that was related to any of these investigations hasn?t been fully established. I want to just note from the materials you provided for your deposition, there was a discussion whether President Orban may have influenced President Trump?s decision on that May 13th day. Do you remember when the meeting was with President Orban?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	When was that?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	So do you remember what time of day it was on the 13th?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Okay. Jennifer Williams testified that she learned about 11:00 AM or 11:15 AM, the meeting with President Orban was not scheduled until later in the afternoon. According to your schedule, it was right around 1:45 PM, is that consistent with your recollection?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Okay. All right. Overall, given the four days notice, given Secretary Perry?s involvement, do you think that delegation was a good sized group?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And Secretary Perry had become interested in some of the energy related issues in the Ukraine, is that correct?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And what can you tell us about his involvement in some of the Ukrainian policy?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Mr. Holmes, what was your view of the delegation? Do you think it was the right sized group, a right level of prestige to signal to the incoming Zelensky administration that the U.S. stands behind them?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Okay. [inaudible 00:25:55].
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Dr. Hill, you told us during your deposition that indeed that there are perceived conflict of interest troubles when the child of a government official is involved with something that that government official has a official policy role in, correct?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And back to Ambassador Sondland, you testified that every now and then he made a habit of name dropping his interactions with the President?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And I believe you also had told us that there were instances where you would run into him on the campus and he would say, ?Oh, I?m here to see the President, or I?ve been in to see the President.? And you had an occasion to circle back and found out that wasn?t the case.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And I just want to give you an opportunity, he testified about some sort of coffee he had with you on your last day and I think when the deposition transcript was released, your counsel indicated that that was completely fabricated on Ambassador Sondland?s part. And I just want to give you an opportunity to address that.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And he went on to indicate that you were upset and you were upset with-
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Fair enough. He indicated you were upset and you were upset with Ambassador Bolton and upset with the way things are going. And I believe your counsel said that was an outright fabrication.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Just for sake of the timeline, I think as of July 19th, they hadn?t even engaged with Rudy Giuliani yet. I don?t believe that happened until a little bit later. So you believe by July 19th, they were already engaged in those types of activities?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Okay. And there?s some, I mean, there?s some ambiguity in the direction to work with Rudy Giuliani. Ambassador Volker said, the president dismissed Ukraine and said, oh, if you want to work on it, just go talk to Rudy. And Ambassador Sondland took that a little bit differently. And I believe that Ambassador Volker was primarily the interlocutor with Mr. Giuliani and that was happening. It didn?t start until the end of July.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Mr. Morrison, told us both in his deposition and at his public hearing that you had related concerns about Colonel Vindman?s judgment?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And Colonel Vindman related to us during his deposition that he subsequently was sort of cut out of a lot of the decision making and involvements with the embassy in Ukraine. Was that something you recommended?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And Mr. Holmes, at the end of August, we understand that Ambassador Taylor was engaged in obtaining some information for the president about European allies burden sharing in the region as the decision about aid was being debated.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And you were able to communicate that information back at the end of August?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	And do you think that was the information the White House was looking for?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Okay. And the aid was subsequently lifted, the pause in the aid was lifted shortly thereafter?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Thank you, Chairman. Thank you, both of you, for your testimony today. I first want to say, because I think it shouldn?t go unmentioned, that the characterization just a few minutes ago by one of my Republican colleagues of this proceeding I think is vile, irresponsible, and dangerous. I want to remind us why we?re here. Because somebody in government, a whistleblower felt that it was important enough to get other people in government?s attention that the President may have committed a wrong act. We have now heard and seen substantial evidence that the President in fact tried to trade a political favor for official government resources. The most damning words come from no one else but the President himself on that phone call with the Ukrainian president where he asked for a favor, he mentions investigations, he mentioned the Bidens and Burisma. However, as Mr. Holmes just testified, Mr. Holmes also overheard the President speaking to his hand-picked ambassador, Ambassador Sondland, about investigations.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Mr. Holmes has also said that in the office, everybody knew, or many people knew at least, that the president wanted an investigation of the Bidens. In addition, although Mick Mulvaney and Rudy Giuliani have not come before this committee, Mick Mulvaney and Rudy Giuliani have spoken publicly on the issue investigations. Mick Mulvaney, the president?s chief of staff, the person who usually works with a president the most, day in and day out, went in front of the White House press corps and basically admitted that an investigation had something to do with holding up the aid and admitted that this process was politicized.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Rudy Giuliani, the president?s personal lawyer, also essentially admitted that these investigations were at issue. He said that he thinks he did nothing wrong because he was working at the direction of the president. So we have seen substantial evidence and heard substantial evidence of wrongdoing by the President of the United States, and this Congress will have to continue to take up this very important issue to the American people.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	My concern today is also I feel as though the cancer of wrongdoing may have spread beyond the President and into others of the executive branch. And I want to ask you a few questions about that. Before I do, I?d like, Chairman, to enter two articles into the record if I could. One of them is headline, ?After boost from Perry, backers got huge gas deal in Ukraine.? The other one is titled, ?Wall Street Journal, Federal prosecutors probe Giuliani?s links to Ukrainian energy projects.
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Mr. Holmes ? Thank you, chairman. You indicated that Secretary Perry, when when he was in the Ukraine, had private meetings with Ukrainians. Before he had those private meetings in a meeting with others, including yourself, I believe, he had presented a list of American advisors for the Ukraine energy sector. Do you know who was on that list?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Do you know if Alex Cranberg and Michael Bleyzer were on that list?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Was it before Secretary Perry did this? We also heard in testimony before that Ambassador Sondland also had a private meeting with somebody. How unusual was it before these guys showed up for folks, diplomats so to speak, or U.S. government officials, to have private meetings where they insist that nobody else be in the room?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Okay. And I want to ask you also about the precedent that we set, both of you. I know you?re here as fact witnesses, but you?re also public servants for this country. The precedent that this Congress would set, putting aside Donald Trump for a second, if the Congress allows a President of the United States now or later to ask a-
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Dates now or later to ask a foreign government, head of state, to investigate a political rival. What precedent does that set for American diplomacy, for the safety of Americans overseas, and for the future of our country?
2019-11-21	Stephen Castor	Lawyer-R	Lawyer-R	Thank you both. I yield back, Chairman.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	Morning, Chairman Nadler, Ranking Member Collins, members of the Committee and members of the staff. My name is Steve Castor. I’m a congressional staff member. I serve with the Oversight Committee on the Republican staff with Mr. Jordan. I’m also, for purposes of this investigation, I’m a shared staffer with the Judiciary Committee and Mr. Collins and the House Permanent Select Committee on Intelligence and Mr. Nunez. It sure is atypical for a staffer to be presenting, but again, thanks for having me.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	The purpose of this hearing, as we understand it, is to discuss whether President Donald J Trump’s conduct fits the definition of a high crime and misdemeanor. It does not, such that the Committee should consider articles of impeachment to remove the president from office and it should not. This case, in many respects, comes down to eight lines in a call transcript. Let me say clearly and unequivocally that the answer to that question is no.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	The record in the Democrats’ impeachment inquiry does not show that President Trump abused the power of his office or obstructed Congress. To impeach a president, who 63 million people voted for, over eight lines in a call transcript is baloney.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	Democrats seek to impeach President Trump not because they have evidence of high crimes or misdemeanors, but because they disagree with his policies. This impeachment inquiry is not the organic outgrowth of serious misconduct. Democrats have been searching for a set of facts in which to impeach President Trump since his inauguration on January 20th, 2017. Just 27 minutes after the president’s inauguration that day, the Washington Post ran a story that the campaign to impeach the president has already begun. The article reported Democrats and liberal activists are mounting broad opposition to stymieing Trump’s agenda, and noted that impeachment strategists believed the Constitution’s emoluments clause would be the vehicle.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	In the first two years of the administration, Democrats in the House introduced articles of impeachment to remove President Trump from office on several very different factual bases. On January 3rd, the very first day of the new Congress, Congressman Sherman introduced articles of impeachment against the president. The same day Representative Tlaib said, “We’re going to go in there. We’re going to impeach the president.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	In May 2019, Representative Green said on MSNBC, “If we don’t impeach this president, he will be reelected.” Even Speaker Pelosi, who has said that impeachment is a somber and prayerful exercise, has called President Trump an impostor and said it is dangerous to allow voters to judge his performance in 2020.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	The obsession with impeaching the president is reflected in House Democrats, have used the power of their majority in the past 11 months. In the Oversight Committee, the Democrats’ first announced witness was Michael Cohen, a disgraced felon who pleaded guilty to lying to Congress. When he came before us at the Oversight Committee, he then lied again as many as eight times. Oversight Committee Democrats demanded information about the president’s personal finances and even subpoenaed the president’s accounting firm, Mazar, for large swaths of sensitive and personal financial information about the entire Trump Family. The subpoena was issued over the objection of Committee Republicans and without a vote.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	In the Ways and Means Committee, Democrats demanded the president’s personal tax return information. The reason they cited for wanting the president’s tax returns, they said was to oversee the IRS’s audit process for presidential tax returns. You can judge that for yourself.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	In the Financial Services Committee, Democrats demanded and subpoenaed the president’s bank records, going back 10 years. The Financial Services Committee Staff, the Republicans tell me the information demanded would cover every withdrawal, credit card swipe, or debit card purchase of every member of the Trump Family, including his minor child. The reason that the Democrats gave for why they needed such voluminous and intrusive personal information about the Trump Family was, get this, financial industry compliance with banking statutes and regulations.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	Here in the Judiciary Committee, Democrats sent out letters demanding information from over 80 recipients, including the president’s children, business partners, employees, his campaign, businesses, and foundation. Of course the main event for the Judiciary Committee was the report of Special Counsel Mueller, which Democrats would believe would serve as the evidentiary basis for impeaching the president.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	Despite interviewing 500 witnesses, issuing 2,800 subpoenas, executing almost 500 search warrants, and spending $25 million, the Special Counsel’s 19 attorneys and 40 FBI agents, analysts, and staff found no conspiracy or coordination between the Trump Campaign and the Russian government.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	After the Trump/Russia collusion allegations did not pan out, Democrats focused their efforts on obstruction of justice. They criticized the Attorney General Bar for concluding that no crime of obstruction had occurred in the Special Counsel Investigation, but in fact was entirely appropriate for the Attorney General to make that call, because the Special Counsel declined to do so. Not surprisingly, the Democrats’ Mueller hearing was underwhelming to say the least. And the sequel with Corey Lewandowski definitely did not move the impeachment needle either.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	The Intelligence Committee, too, is heavily invested in the Russia Collusion Investigation. Committee Democrats hired former federal prosecutors to prepare for their anticipated efforts to impeach the president. Now that the Russian collusion allegations did not work out, Democrats have settled on the Ukraine phone call, eight lines the president uttered on July 25th with Ukrainian President Zelensky.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	But the Foreign Affairs Committee, the committee of jurisdiction wasn’t the committee leading the impeachment inquiry or holding the hearings. Neither was the Oversight Committee, the House’s chief investigative entity. The Judiciary Committee was only recently brought back into the mix after fact finding concluded.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	Instead, the impeachment inquiry was run by the House Intelligence Committee and these former federal prosecutors. Democrats on the Intelligence Committee ran the impeachment inquiry in a manifestly unfair way. All the fact finding was unclassified and that was made clear at the top of every single deposition, but the Democrats took advantage of the closed door process in the Capitol basement bunker, the skiff, to control access to information.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	The secrecy effectively weaponized the investigation, allowing misleading public narratives to form and catch hold with careful leaks of witness testimony. Democrats refused to invite Republican witnesses and directed witnesses called by the Democrats not to answer our questions.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	In the public hearings, many of these unfair processes continued. Democrats refused to invite numerous witnesses requested by Republicans, interrupted Republican questioning and prevented witnesses from answering Republican questions. Democrats voted down, by virtue of a motion to table, with no notice, subpoenas for documents and testimony requested by Republicans. I’ll note that Democrats never once brought any of their subpoenas to a vote before the Intelligence Committee.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	This unfair process reflects the degree to which Democrats are obsessed with impeaching the president. The Democrats went searching for a set of facts on which to impeach the president. The emoluments clause, the president’s business and financial records, the Mueller Report, allegations of obstruction, before landing on the Ukraine phone call.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	The impeachment inquiry is clearly an orchestrated effort to upend our political system. According to Politico, the speaker has tightly scripted every step of the impeachment inquiry. Democrats have reportedly convened focus groups to test which allegations, whether it be quid pro quo or bribery or extortion, were most compelling to the American Public.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	Speaker Pelosi said, “Democrats must strike while the iron is hot on impeaching the president.” The entire duration of the impeachment inquiry, from the time Speaker Pelosi announced it on September 24th until today, has been 76 days. As Professor Turley testified last Wednesday, this impeachment would stand out among modern impeachments as the shortest proceeding with the thinnest evidentiary record and the narrowest grounds ever used to impeach a president.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	The artificial and arbitrary political deadline by which Democrats are determined to finish impeachment by Christmas leads to a rush process and missed opportunities to obtain relevant information. Democrats avoided the accommodations process required by federal courts and disputes between Congress and the executive. Democrats declined to attempt to negotiate with the administration for the production of documents and witnesses. Democrats did not exhaust all their options to entice witnesses or agencies to cooperate, such as allowing witnesses to appear with agency lawyers or initiating contempt proceedings. Sometimes the threat of a contempt proceeding gets you a different result. Sometimes the witnesses choose to appear when contempt is on the table.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	Democrats even withdrew a subpoena to one witness who asked a federal court to resolve conflicting orders from Congress and the executive, either because the Democrats did not want to wait for the court to rule or they didn’t like the presiding judge, Judge Leon. Instead, Democrats made their demands and refused to budge. Democrats told witnesses at the outset that their refusal to cooperate in full would be used against them and the president. Democrats threatened federal employees that their salaries could be withheld for not meeting committee demands. These tactics are fundamentally unfair and counterproductive for gathering information in any serious inquiry.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	This rushed and take it or leave it approach to investigating is contrary to how successful congressional investigations typically work. Congressional investigations take time. There is no easy button. In this job, you must take the information that’s offered even if you don’t like the terms. You should not say no to taking a witness’s testimony because you would prefer the agency counsel is not present. If that’s the only means of obtaining the testimony, you should take it. Your priority must not be on blocking information out. It must be on seeking information.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	"In all recent major congressional investigations, for example, Chairman Goodlatte and Gowdy’s investigation into the Justice Department’s decision during 2016, the IRS targeting investigation, the Bengazi investigation, and Fast and Furious, there have been give and take between Congress and the executive. In the Goodlatte/Gowdy investigation, for example, it took two months; two months of negotiations before the committees conducted the first witness interview with Deputy Director McCabe. The Justice Department only began producing documents to the Committee after many more months of discussions. In none of these investigations did Congress get everything it wanted right at the beginning, certainly not within 60 or 76 days. But with persistence and patience, we eventually did receive enough information to do our work."
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	And contrary to talking points, the Trump Administration has in fact cooperated with and facilitated congressional oversight and investigations. For example, earlier this year, the Oversight Committee conducted an investigation into security clearances at the White House. The central allegation put forward was that the White House deviated from established procedures to grant clearances to certain White House staff. The Democrats sought to interview career staff who perform these security clearance reviews, but declined the witness initially to appear with agency counsel.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	The House and the White House were at an impasse. However, after a little bit of time, we, the Republican staff with the help of Mr. Jordan, convinced the witness to appear with agency counsel for our own transcribed interview. And the Democrats came along. The subsequent interviews in the security clearance investigation were conducted with agency counsel. The testimony allowed the committee to obtain the evidence to get to the bottom of what was going on and it wasn’t what was alleged. Nobody outside the security clearance office was handing out clearances, certainly not to senior White House staffers.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	In this impeachment inquiry however, Democrats have turned away information that could be valuable to the inquiry by disallowing agency counsel to accompany witnesses. Democrats have turned away information by declining to negotiate in good faith with the administration about the scope of document requests. As a result of these failures, the evidentiary record and the impeachment inquiry is incomplete, and in many places incoherent.The failure to exhaust all avenues to obtain information severely risks undermining the legitimacy of any articles of impeachment.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	As professor Turley said to the committee last week, “I’m concerned about lowering impeachment standards to fit a paucity of evidence and an abundance of anger. I believe this impeachment not only fails the standard of past impeachments, but would create a dangerous precedent for future impeachments.” Professor Turley elaborated that the current lack of proof is another reason why the abbreviated investigation into this matter is so damaging for the case of impeachment.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	The substantive case for impeaching President Trump as a result of an artificial arbitrary and political schedule relies heavily on ambiguous facts, presumptions, and speculation. President Turley warned here too that impeachments have been based on proof, not presumptions. The Democrats do not have the proof.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	Now, my Democrat counterparts on the Intelligence Committee are talented attorneys. I’m sure they will tell you a riveting story about a shadow or irregular foreign policy apparatus and a smear campaign designed to extort Ukraine for the president’s political benefit. They’ll tell you about President Trump and how he put his own political interests ahead of national security by mentioning former Vice President Joe Biden by name and raising the allegations of Ukrainian influence in the 2016 election on the July 25th call. They’ll try to convince you that the Trump Administration, the same administration Democrats regularly accused of being incompetent, orchestrated an international conspiracy at the highest levels.
2019-12-09	Stephen Castor	Lawyer-R	Lawyer-R	None of this adds up. It may be a great screenplay, but it’s not what the evidence shows. The Democrats’ impeachment inquiry ignores all of the evidence that does not advance their story. The Democrats’ impeachment narrative resolves all ambiguous facts and conflicting evidence in a way that is most unflattering to the president. The Democrats’ impeachment narrative ignores public statements from senior Ukrainian officials that contradict the narrative.
