Year,Job Title,Category,Country,Region,Total,Latitude,Longitude
2020,Civil Engineer,Legal,USA,North America,4,34.870245986107996,-78.314208468965
2020,Product Manager,HR,USA,North America,12,34.91221633949553,-122.16493938366281
2020,UX Designer,Operations,USA,North America,1,29.983389796556107,-80.82985845073526
2020,Cybersecurity Analyst,HR,USA,North America,73,31.177326115138086,-67.59466468931987
2020,AI Researcher,Finance,USA,North America,5,42.42246170017485,-120.17657946914674
2020,Software Engineer,Marketing,Canada,North America,78,65.95623171055361,-124.86306952115278
2020,Data Scientist,HR,Canada,North America,40,69.96355242751487,-139.1857704110016
2020,Marketing Manager,Sales,Canada,North America,93,45.62682004688284,-63.00336527735912
2020,Financial Analyst,Engineering,Canada,North America,19,52.22021606430934,-81.34451471045372
2020,HR Specialist,Sales,Canada,North America,90,75.17817328970287,-133.84766969958338
2020,IT Support,HR,Canada,North America,27,81.7710617461578,-88.14713196163962
2020,Sales Executive,Finance,Canada,North America,70,45.30435731225336,-54.13053992023113
2020,Operations Manager,Operations,Canada,North America,4,71.35421645340098,-70.17115994633436
2020,Legal Consultant,Operations,Canada,North America,39,49.19887172143613,-119.92953595977272
2020,Medical Doctor,HR,Canada,North America,52,63.864207136642406,-91.94552123441133
2020,Civil Engineer,HR,Canada,North America,75,71.65206700458714,-138.4661880078085
2020,Product Manager,Marketing,Canada,North America,18,43.9058365512446,-128.43422484411465
2020,UX Designer,Finance,Canada,North America,39,63.98567556655719,-113.78653599695961
2020,Cybersecurity Analyst,HR,Canada,North America,6,50.56947462043064,-59.98361155273285
2020,AI Researcher,Finance,Canada,North America,50,65.89923773105178,-125.49172930651378
2020,Software Engineer,Legal,Germany,Europe,99,48.54972462877026,11.082800380994476
2020,Data Scientist,Operations,Germany,Europe,95,49.168990051565764,14.808019775244194
2020,Marketing Manager,Marketing,Germany,Europe,23,48.166863274133384,10.638549138693804
2020,Financial Analyst,Legal,Germany,Europe,36,51.573736039645844,9.14059528337543
2020,HR Specialist,IT,Germany,Europe,72,47.30680495569216,9.157632023225055
2020,IT Support,HR,Germany,Europe,10,49.096602864308046,12.249854181820606
2020,Sales Executive,Sales,Germany,Europe,88,52.679333444153855,9.267338947246126
2020,Operations Manager,Sales,Germany,Europe,37,52.27726793951066,6.969389199988935
2020,Legal Consultant,Operations,Germany,Europe,10,49.67033748495259,14.926383782277954
2020,Medical Doctor,HR,Germany,Europe,52,51.7167217460777,8.032294426982972
2020,Civil Engineer,Legal,Germany,Europe,34,53.70098317665774,11.405304144355426
2020,Product Manager,Finance,Germany,Europe,48,49.473240312939204,10.236208929449923
2020,UX Designer,Engineering,Germany,Europe,83,49.14258090197712,13.622517931124413
2020,Cybersecurity Analyst,Sales,Germany,Europe,12,51.473508664043536,12.866958266482055
2020,AI Researcher,HR,Germany,Europe,28,50.36525395249264,7.820581201126179
2020,Software Engineer,Engineering,UK,Europe,44,52.55230457860618,-7.796807793827627
2020,Data Scientist,Finance,UK,Europe,91,50.182950321602775,-4.478845884159618
2020,Marketing Manager,Finance,UK,Europe,67,58.756275628295334,-0.8443647673707888
2020,Financial Analyst,Operations,UK,Europe,33,54.178218487261084,-2.510047556010564
2020,HR Specialist,Finance,UK,Europe,25,57.68121673613933,-2.671460520005236
2020,IT Support,Marketing,UK,Europe,4,56.885769123043744,0.7221414406947702
2020,Sales Executive,HR,UK,Europe,37,53.69353907874677,-6.4590917841186375
2020,Operations Manager,Marketing,UK,Europe,43,54.71727558385099,-1.8039526412164912
2020,Legal Consultant,Marketing,UK,Europe,11,52.389628237756675,-3.3405598341474665
2020,Medical Doctor,Legal,UK,Europe,48,60.06547209464064,-4.7336618759674804
2020,Civil Engineer,HR,UK,Europe,2,56.604358708824286,-4.476610196850766
2020,Product Manager,HR,UK,Europe,83,50.87007575632328,-8.501964759897024
2020,UX Designer,Legal,UK,Europe,34,52.06841413311109,-5.333120814567919
2020,Cybersecurity Analyst,Operations,UK,Europe,25,50.812862960285905,1.4004135089107521
2020,AI Researcher,Sales,UK,Europe,35,52.869737050781865,-3.4443494275319386
2020,Software Engineer,Engineering,France,Europe,27,47.264510906663396,-0.02798726410795105
2020,Data Scientist,Legal,France,Europe,10,41.395322753279174,8.544416454906331
2020,Marketing Manager,HR,France,Europe,25,47.87529266945794,7.282543450036842
2020,Financial Analyst,IT,France,Europe,36,49.77965071689408,8.60150331024575
2020,HR Specialist,IT,France,Europe,60,44.03079928002468,-1.463044943892728
2020,IT Support,Engineering,France,Europe,24,43.97911814952408,-0.3397317459938245
2020,Sales Executive,IT,France,Europe,59,46.333221134656,7.336567929831396
2020,Operations Manager,Legal,France,Europe,60,43.635042754083265,7.939181610850731
2020,Legal Consultant,HR,France,Europe,83,46.2292344904442,5.1757500274584185
2020,Medical Doctor,HR,France,Europe,56,46.499323957292475,-1.1609665786078573
2020,Civil Engineer,Operations,France,Europe,56,44.90536507409614,7.750349457533286
2020,Product Manager,Marketing,France,Europe,96,46.90431093229098,0.5504989240663276
2020,UX Designer,Legal,France,Europe,76,42.245702524824466,-3.6307856671026073
2020,Cybersecurity Analyst,Operations,France,Europe,80,45.81494147954734,2.888395084905121
2020,AI Researcher,Sales,France,Europe,18,46.69842864484772,0.972640386865713
2020,Software Engineer,Legal,Australia,Australia,70,-37.78860600309987,124.68043272523971
2020,Data Scientist,Operations,Australia,Australia,60,-27.88255147681421,121.55940234101676
2020,Marketing Manager,Operations,Australia,Australia,38,-36.17968194882219,145.74320958552764
2020,Financial Analyst,Sales,Australia,Australia,39,-31.229217276902126,146.75125161063642
2020,HR Specialist,Sales,Australia,Australia,38,-15.594382763736895,126.72681455125922
2020,IT Support,Legal,Australia,Australia,32,-43.463753326653936,143.40245905954498
2020,Sales Executive,Legal,Australia,Australia,84,-16.987486405913987,119.14954666992692
2020,Operations Manager,IT,Australia,Australia,81,-39.26262573235226,142.3644645552667
2020,Legal Consultant,Marketing,Australia,Australia,3,-35.09061785505022,137.55890547747563
2020,Medical Doctor,IT,Australia,Australia,46,-42.42309492417783,146.7691758770331
2020,Civil Engineer,HR,Australia,Australia,62,-38.564850353990295,115.64502996289299
2020,Product Manager,Legal,Australia,Australia,82,-29.6596664922589,131.5180480909869
2020,UX Designer,Operations,Australia,Australia,35,-40.79746176131407,152.82748039434094
2020,Cybersecurity Analyst,Finance,Australia,Australia,37,-16.18111100556267,115.7413665201261
2020,AI Researcher,Sales,Australia,Australia,29,-32.168627008905275,129.6249300832247
2020,Software Engineer,HR,India,Asia,8,19.76932557161654,89.1757626600593
2020,Data Scientist,Sales,India,Asia,98,23.5681916005037,92.12420909479901
2020,Marketing Manager,Finance,India,Asia,38,33.96035925763617,83.38746549110702
2020,Financial Analyst,Operations,India,Asia,52,20.15443601374762,80.79789266080545
2020,HR Specialist,Finance,India,Asia,15,22.205568996801322,75.81403938844048
2020,IT Support,Engineering,India,Asia,59,18.972332869330238,81.59319295495523
2020,Sales Executive,Finance,India,Asia,83,7.536577672335674,86.44254138111953
2020,Operations Manager,Finance,India,Asia,42,28.365728225580987,88.43954077046433
2020,Legal Consultant,Legal,India,Asia,26,16.911708529770255,71.42949631536503
2020,Medical Doctor,HR,India,Asia,77,19.07801406481145,79.08852443102798
2020,Civil Engineer,Finance,India,Asia,8,27.761785186103157,95.3121205879296
2020,Product Manager,Finance,India,Asia,39,8.519996147273527,76.86479845991718
2020,UX Designer,Engineering,India,Asia,98,29.48200240459976,89.13018391622003
2020,Cybersecurity Analyst,Sales,India,Asia,6,21.892981809314445,84.1486552286363
2020,AI Researcher,Finance,India,Asia,34,19.10178658809785,70.67808919890895
2020,Software Engineer,Marketing,Brazil,South America,49,-4.752806247230247,-72.7402290819245
2020,Data Scientist,Finance,Brazil,South America,14,2.221543947094851,-51.11490347351496
2020,Marketing Manager,Operations,Brazil,South America,100,-18.73224272137486,-54.81758428568872
2020,Financial Analyst,Finance,Brazil,South America,45,-30.353639691507933,-57.577529145757225
2020,HR Specialist,Engineering,Brazil,South America,45,-22.153517977688075,-50.042022372035746
2020,IT Support,Sales,Brazil,South America,5,-31.60051623955654,-59.89479457745798
2020,Sales Executive,Engineering,Brazil,South America,27,-3.8346165330752555,-46.74332131470345
2020,Operations Manager,Marketing,Brazil,South America,26,-31.490451364911067,-40.702829701002685
2020,Legal Consultant,IT,Brazil,South America,87,2.317040516647914,-49.74605298229325
2020,Medical Doctor,Engineering,Brazil,South America,13,-25.748152864262032,-51.080608145546044
2020,Civil Engineer,Sales,Brazil,South America,93,-9.188993815970171,-47.37995207517446
2020,Product Manager,Legal,Brazil,South America,0,-29.763418983400054,-53.751914427492295
2020,UX Designer,Marketing,Brazil,South America,24,-9.309996063945846,-45.85472237264018
2020,Cybersecurity Analyst,Sales,Brazil,South America,83,-25.876206242289083,-56.388018223255074
2020,AI Researcher,IT,Brazil,South America,80,1.328653157727416,-43.14746224002462
2020,Software Engineer,IT,China,Asia,3,39.9741776129693,90.75117908952888
2020,Data Scientist,IT,China,Asia,85,45.09999983480865,118.72939323179179
2020,Marketing Manager,Finance,China,Asia,55,20.417561528036913,117.00671983465207
2020,Financial Analyst,Finance,China,Asia,54,31.689867883774976,134.1569451470092
2020,HR Specialist,Finance,China,Asia,64,37.76584418196495,102.27740744770452
2020,IT Support,IT,China,Asia,12,40.42169204120968,97.35634049379702
2020,Sales Executive,HR,China,Asia,74,48.62417537708735,118.63292924068759
2020,Operations Manager,IT,China,Asia,12,52.99911446446529,92.49278390000883
2020,Legal Consultant,Engineering,China,Asia,19,43.15716853605369,108.89675679849086
2020,Medical Doctor,Sales,China,Asia,79,25.48115879288216,118.78175519720796
2020,Civil Engineer,Finance,China,Asia,68,35.73560960237896,83.95774854118999
2020,Product Manager,Sales,China,Asia,85,45.137895141545755,76.51072618571612
2020,UX Designer,HR,China,Asia,35,32.400251165159105,77.16054249213579
2020,Cybersecurity Analyst,Finance,China,Asia,21,45.12710502417197,129.2165775653711
2020,AI Researcher,IT,China,Asia,54,48.41311920462846,128.90238645476444
2020,Software Engineer,Engineering,Japan,Asia,84,33.58485388905879,139.75015576220906
2020,Data Scientist,Operations,Japan,Asia,30,36.58198099197739,135.0475550369053
2020,Marketing Manager,Sales,Japan,Asia,35,43.30494778767108,134.35488990693253
2020,Financial Analyst,Finance,Japan,Asia,36,39.59766113029503,144.39771338770387
2020,HR Specialist,Operations,Japan,Asia,37,35.39434196566949,143.38963783813372
2020,IT Support,Legal,Japan,Asia,2,37.920842336996806,132.5815927792484
2020,Sales Executive,Operations,Japan,Asia,98,41.77291657417177,144.1120620836875
2020,Operations Manager,Legal,Japan,Asia,21,34.03812268274133,138.12856175152785
2020,Legal Consultant,Legal,Japan,Asia,72,30.87995988916078,142.2600888921184
2020,Medical Doctor,Finance,Japan,Asia,62,40.64680365002989,141.52649428381565
2020,Civil Engineer,Legal,Japan,Asia,21,44.374115241561455,137.4854923009473
2020,Product Manager,Marketing,Japan,Asia,16,31.61854466643747,143.30701239947123
2020,UX Designer,Legal,Japan,Asia,21,35.21550958137741,134.77344122629015
2020,Cybersecurity Analyst,Finance,Japan,Asia,55,37.87325936300931,144.89300556761253
2020,AI Researcher,HR,Japan,Asia,88,41.77397878508448,133.46538652499683
2020,Software Engineer,Finance,Mexico,North America,39,24.776451202621367,-92.49119897267836
2020,Data Scientist,Sales,Mexico,North America,63,15.109870825774895,-95.33533092426077
2020,Marketing Manager,Finance,Mexico,North America,80,17.18580073010471,-118.27540272282633
2020,Financial Analyst,Legal,Mexico,North America,15,15.422910992715874,-88.65314005792314
2020,HR Specialist,Engineering,Mexico,North America,43,20.735336212129262,-94.23859456232233
2020,IT Support,Engineering,Mexico,North America,56,22.386229492410187,-102.30523957744535
2020,Sales Executive,Engineering,Mexico,North America,69,16.484721783086464,-93.27703117204321
2020,Operations Manager,Finance,Mexico,North America,83,31.840520606621762,-107.74519565629438
2020,Legal Consultant,HR,Mexico,North America,53,15.1183631042902,-116.31421786790177
2020,Medical Doctor,Legal,Mexico,North America,12,14.565129992227384,-113.0101068984632
2020,Civil Engineer,Sales,Mexico,North America,42,14.915593948587837,-106.59187473501103
2020,Product Manager,Sales,Mexico,North America,74,26.927810890183622,-89.01939130379296
2020,UX Designer,Engineering,Mexico,North America,35,24.02773870232393,-110.72415923481162
2020,Cybersecurity Analyst,Sales,Mexico,North America,76,31.79547919395143,-95.06598715740077
2020,AI Researcher,Legal,Mexico,North America,84,23.617198874422225,-102.49786166225606
2020,Software Engineer,Sales,South Africa,Africa,87,-25.086692711915568,28.63082057964962
2020,Data Scientist,Marketing,South Africa,Africa,79,-31.891567482146083,31.021176471984425
2020,Marketing Manager,Operations,South Africa,Africa,5,-44.19343541380161,21.858981788647032
2020,Financial Analyst,IT,South Africa,Africa,51,-33.96008904172176,18.98621024205084
2020,HR Specialist,Legal,South Africa,Africa,97,-36.002187505150275,19.71805459762117
2020,IT Support,IT,South Africa,Africa,8,-24.993387673393404,19.8291255877725
2020,Sales Executive,IT,South Africa,Africa,59,-39.25853582787229,25.058732097612975
2020,Operations Manager,Operations,South Africa,Africa,10,-45.890673972909006,19.158948366780912
2020,Legal Consultant,HR,South Africa,Africa,67,-29.79318499105178,23.951623254566243
2020,Medical Doctor,IT,South Africa,Africa,79,-37.492981923902704,33.125736193144846
2020,Civil Engineer,Marketing,South Africa,Africa,6,-30.903704126116747,30.357881413438285
2020,Product Manager,HR,South Africa,Africa,24,-30.502548486606315,25.585993315516596
2020,UX Designer,Sales,South Africa,Africa,29,-31.10361704618876,28.225991527370127
2020,Cybersecurity Analyst,Sales,South Africa,Africa,60,-27.107059431518696,29.089082003803377
2020,AI Researcher,IT,South Africa,Africa,23,-33.7526815788768,30.135328118067264
2020,Software Engineer,Finance,Italy,Europe,38,41.20206059876295,15.409569025729379
2020,Data Scientist,Engineering,Italy,Europe,21,39.57811510942274,9.378389426787109
2020,Marketing Manager,Engineering,Italy,Europe,85,39.149376654062664,15.212458949147578
2020,Financial Analyst,Engineering,Italy,Europe,66,44.75493667310717,11.011593303737644
2020,HR Specialist,HR,Italy,Europe,54,40.772782822830976,13.307054597249163
2020,IT Support,Finance,Italy,Europe,57,42.6245883695084,16.862024522446404
2020,Sales Executive,Legal,Italy,Europe,4,43.29363492899023,17.5596256558863
2020,Operations Manager,HR,Italy,Europe,54,40.274374824774995,16.16102725036975
2020,Legal Consultant,Finance,Italy,Europe,74,44.261396373066034,14.908311967362312
2020,Medical Doctor,Engineering,Italy,Europe,1,37.99126768702016,8.089958780675719
2020,Civil Engineer,IT,Italy,Europe,42,39.262030998393776,17.26812730918406
2020,Product Manager,Sales,Italy,Europe,25,45.94677540381688,14.507583622762947
2020,UX Designer,Sales,Italy,Europe,70,37.08164303063381,12.803340133522552
2020,Cybersecurity Analyst,Legal,Italy,Europe,32,35.59174418221614,7.330404669715941
2020,AI Researcher,Sales,Italy,Europe,94,45.751439808391964,7.153366350480848
2020,Software Engineer,Marketing,Netherlands,Europe,59,52.41020830244629,6.43009463574681
2020,Data Scientist,Marketing,Netherlands,Europe,90,51.29567896242735,6.101724567961202
2020,Marketing Manager,Finance,Netherlands,Europe,94,51.25420214606446,4.0681947356934725
2020,Financial Analyst,Sales,Netherlands,Europe,25,52.37626432484367,6.224482034983701
2020,HR Specialist,Finance,Netherlands,Europe,36,51.298981974984315,6.677464952664131
2020,IT Support,Legal,Netherlands,Europe,31,51.683069972124294,3.953547891575245
2020,Sales Executive,HR,Netherlands,Europe,46,51.27297253458895,5.54394263613469
2020,Operations Manager,Legal,Netherlands,Europe,49,52.887251399424564,6.084212330563721
2020,Legal Consultant,Marketing,Netherlands,Europe,35,51.37249632466429,7.049381142144117
2020,Medical Doctor,Engineering,Netherlands,Europe,0,53.007249888882185,5.306329265949926
2020,Civil Engineer,Engineering,Netherlands,Europe,21,52.81049870888842,6.799536016381243
2020,Product Manager,Legal,Netherlands,Europe,24,50.819894271198166,6.044903888169145
2020,UX Designer,Engineering,Netherlands,Europe,5,51.56028164093659,4.028432688531913
2020,Cybersecurity Analyst,Operations,Netherlands,Europe,99,53.32737081368049,4.1186990901447915
2020,AI Researcher,Marketing,Netherlands,Europe,94,52.64009100150735,5.523714438321058
2020,Software Engineer,Sales,Spain,Europe,51,41.68822761955592,-3.946071733150135
2020,Data Scientist,Operations,Spain,Europe,23,41.340768007260834,-2.097117926304855
2020,Marketing Manager,Operations,Spain,Europe,32,36.036579394704184,-1.719518215479872
2020,Financial Analyst,Finance,Spain,Europe,96,40.04309107492228,-3.396800868563422
2020,HR Specialist,Operations,Spain,Europe,71,38.205371832683554,-3.6306465888160426
2020,IT Support,Marketing,Spain,Europe,96,43.636244841758725,0.02266638522164577
2020,Sales Executive,HR,Spain,Europe,62,41.84212849503807,-7.247551909827859
2020,Operations Manager,Marketing,Spain,Europe,61,37.34593734450698,2.290441940819955
2020,Legal Consultant,Engineering,Spain,Europe,90,41.14349386366156,-1.2097728436280875
2020,Medical Doctor,Sales,Spain,Europe,16,40.338651249777634,-0.41100837339447516
2020,Civil Engineer,Operations,Spain,Europe,80,40.25881732269565,0.7532801499610038
2020,Product Manager,Marketing,Spain,Europe,49,40.01518307538435,-2.6400565208052775
2020,UX Designer,Finance,Spain,Europe,60,42.351263451101005,2.3087097287689247
2020,Cybersecurity Analyst,HR,Spain,Europe,58,39.39427190636527,1.8095187500017555
2020,AI Researcher,Engineering,Spain,Europe,75,36.69728133315848,-7.362546136987822
2021,Software Engineer,Marketing,USA,North America,11,25.504911443098987,-70.42913588980556
2021,Data Scientist,Engineering,USA,North America,47,25.01560966273499,-116.01207246781915
2021,Marketing Manager,Legal,USA,North America,10,30.26511346383947,-104.24304264573927
2021,Financial Analyst,Legal,USA,North America,32,37.24275668634246,-67.86072561978304
2021,HR Specialist,HR,USA,North America,33,38.19565384384694,-84.99459827749274
2021,IT Support,IT,USA,North America,58,32.6702133059034,-74.92022285182051
2021,Sales Executive,Legal,USA,North America,86,39.840606025272606,-88.67352090821316
2021,Operations Manager,HR,USA,North America,41,43.34424046282285,-93.3735016907439
2021,Legal Consultant,Engineering,USA,North America,69,45.7429701992304,-114.57733180705306
2021,Medical Doctor,Engineering,USA,North America,82,28.867040530355144,-90.97973094978744
2021,Civil Engineer,Operations,USA,North America,12,37.54822586366569,-121.88776378661822
2021,Product Manager,Sales,USA,North America,43,41.6169765366723,-89.50138153402284
2021,UX Designer,Marketing,USA,North America,96,31.25585185968423,-101.54305324023719
2021,Cybersecurity Analyst,IT,USA,North America,6,29.10131086050535,-116.21917183709016
2021,AI Researcher,IT,USA,North America,5,26.487523742764317,-86.25006179438489
2021,Software Engineer,Sales,Canada,North America,6,53.19870606297309,-106.79999324208437
2021,Data Scientist,Sales,Canada,North America,0,48.10558942252153,-100.89317611479382
2021,Marketing Manager,Finance,Canada,North America,43,53.94213194579719,-130.82959330115904
2021,Financial Analyst,IT,Canada,North America,64,47.209194772262855,-114.14704449600957
2021,HR Specialist,Engineering,Canada,North America,22,65.52214791336459,-78.67727866443352
2021,IT Support,Marketing,Canada,North America,95,82.4896080843771,-62.093755868298686
2021,Sales Executive,Operations,Canada,North America,83,52.51556489170129,-60.278839448586
2021,Operations Manager,Finance,Canada,North America,12,56.058739660409124,-67.52464402510215
2021,Legal Consultant,Engineering,Canada,North America,84,57.43042216288586,-63.532634278304485
2021,Medical Doctor,Finance,Canada,North America,23,49.59984714951059,-102.0994584961269
2021,Civil Engineer,Engineering,Canada,North America,50,50.8840944314571,-114.25902056831326
2021,Product Manager,HR,Canada,North America,50,65.62473487973652,-88.61459078071273
2021,UX Designer,Marketing,Canada,North America,96,76.11457283780044,-136.24084774853813
2021,Cybersecurity Analyst,Legal,Canada,North America,83,80.55665219790814,-79.37063396052491
2021,AI Researcher,Marketing,Canada,North America,83,56.968687813700036,-133.83358652911386
2021,Software Engineer,IT,Germany,Europe,46,49.62314480955773,13.234794359195941
2021,Data Scientist,Marketing,Germany,Europe,52,49.344235569601516,6.36596570090844
2021,Marketing Manager,Legal,Germany,Europe,91,51.80603257756006,10.608317549159377
2021,Financial Analyst,Marketing,Germany,Europe,13,53.40457986522624,11.874387517148534
2021,HR Specialist,IT,Germany,Europe,84,49.73621109731838,7.722845044444327
2021,IT Support,IT,Germany,Europe,86,48.99949286669201,8.799236894427516
2021,Sales Executive,Operations,Germany,Europe,40,49.398271512652755,6.782085015203741
2021,Operations Manager,Legal,Germany,Europe,86,50.31277618135409,7.967972974415952
2021,Legal Consultant,HR,Germany,Europe,58,51.78114016429466,9.149129564745948
2021,Medical Doctor,IT,Germany,Europe,74,49.043867242830274,12.307106700278627
2021,Civil Engineer,Sales,Germany,Europe,47,50.575091384520476,8.312989235855593
2021,Product Manager,Sales,Germany,Europe,34,52.99556918808667,12.45927662008448
2021,UX Designer,Marketing,Germany,Europe,41,54.7908447657589,12.964529508569074
2021,Cybersecurity Analyst,IT,Germany,Europe,10,50.27458016588589,9.103080271983476
2021,AI Researcher,Finance,Germany,Europe,71,47.425564200537096,8.124036199632473
2021,Software Engineer,Marketing,UK,Europe,49,59.698826622403544,-1.1777714910315087
2021,Data Scientist,Sales,UK,Europe,18,52.82255878887665,-3.2928309377354124
2021,Marketing Manager,Operations,UK,Europe,98,56.88316026908121,-3.0965364732044547
2021,Financial Analyst,HR,UK,Europe,91,59.081077419942794,-3.1314095493373344
2021,HR Specialist,Operations,UK,Europe,89,56.45966264795554,-3.2437393135471764
2021,IT Support,Sales,UK,Europe,18,57.923234493208135,-5.422442313567204
2021,Sales Executive,IT,UK,Europe,73,59.29847881465955,-6.124501262795962
2021,Operations Manager,Finance,UK,Europe,89,51.94924247631796,0.551201994655349
2021,Legal Consultant,Sales,UK,Europe,53,56.66642196351678,-2.2500235593869746
2021,Medical Doctor,Engineering,UK,Europe,23,59.702029162935844,-5.801265894017114
2021,Civil Engineer,Marketing,UK,Europe,88,59.709361306476566,-4.692840324053956
2021,Product Manager,IT,UK,Europe,75,56.79274920920022,-7.367444989822887
2021,UX Designer,HR,UK,Europe,39,57.94672966947577,-0.22182553055194099
2021,Cybersecurity Analyst,Finance,UK,Europe,32,56.16760134815423,-7.387403566586396
2021,AI Researcher,Legal,UK,Europe,35,52.21010840422673,-6.3123345643875926
2021,Software Engineer,IT,France,Europe,90,45.84229417696333,-2.150256782560569
2021,Data Scientist,Engineering,France,Europe,75,50.983628512746726,8.43847222276584
2021,Marketing Manager,IT,France,Europe,31,50.917307679226134,-4.528345079527886
2021,Financial Analyst,Finance,France,Europe,50,47.846675168200385,-1.7702847537286353
2021,HR Specialist,Finance,France,Europe,57,42.845326818839574,-2.232333246584595
2021,IT Support,IT,France,Europe,21,47.97888114785848,6.750917781940544
2021,Sales Executive,Marketing,France,Europe,66,49.72199664233254,7.148867263342257
2021,Operations Manager,Legal,France,Europe,92,45.585342529221535,4.354699054658649
2021,Legal Consultant,Finance,France,Europe,71,48.688617426456055,-3.170738057801528
2021,Medical Doctor,IT,France,Europe,75,42.22193151384666,8.537108917163673
2021,Civil Engineer,IT,France,Europe,82,50.21535158820629,7.545855457775232
2021,Product Manager,Legal,France,Europe,95,50.60946129925761,3.9937579860223487
2021,UX Designer,Operations,France,Europe,44,48.936532121371805,-4.419492359676073
2021,Cybersecurity Analyst,Sales,France,Europe,68,49.14810251842039,3.249010909453462
2021,AI Researcher,HR,France,Europe,46,46.38843955371182,-2.807748817714568
2021,Software Engineer,IT,Australia,Australia,32,-16.469134400514374,113.48839757584601
2021,Data Scientist,Legal,Australia,Australia,18,-39.41771525789252,126.88147699584098
2021,Marketing Manager,Engineering,Australia,Australia,28,-21.11028794561073,130.20857878423584
2021,Financial Analyst,Legal,Australia,Australia,74,-11.696606733531002,129.96280766840624
2021,HR Specialist,Legal,Australia,Australia,61,-22.226259190328527,139.43210610836937
2021,IT Support,Finance,Australia,Australia,13,-33.23317419264754,133.84168054736432
2021,Sales Executive,IT,Australia,Australia,2,-37.284950902866946,130.3108068634218
2021,Operations Manager,Legal,Australia,Australia,7,-14.363864793410137,139.30144670327093
2021,Legal Consultant,HR,Australia,Australia,93,-35.466564193065764,138.0597081067678
2021,Medical Doctor,Marketing,Australia,Australia,0,-19.495210780966918,113.58014054276853
2021,Civil Engineer,HR,Australia,Australia,43,-32.7795568291877,119.34221006886408
2021,Product Manager,Marketing,Australia,Australia,53,-23.454829252169862,143.6890926654558
2021,UX Designer,Engineering,Australia,Australia,10,-24.29616380621386,114.34754591278084
2021,Cybersecurity Analyst,Legal,Australia,Australia,22,-35.780924597512154,134.07625620885653
2021,AI Researcher,Engineering,Australia,Australia,66,-43.30345989615126,136.63625396269072
2021,Software Engineer,Engineering,India,Asia,79,22.697033983769668,71.96694234886827
2021,Data Scientist,Sales,India,Asia,31,24.009857645503825,94.46544063475726
2021,Marketing Manager,HR,India,Asia,52,18.779218482097782,93.8064324218279
2021,Financial Analyst,Operations,India,Asia,72,34.585346085899545,85.45799362428039
2021,HR Specialist,Sales,India,Asia,83,20.14870912186943,69.95870065563004
2021,IT Support,Legal,India,Asia,12,26.77586948364272,94.53741387860276
2021,Sales Executive,Operations,India,Asia,41,14.568749643742082,94.97961069595728
2021,Operations Manager,IT,India,Asia,60,20.80795018672896,74.29049353227076
2021,Legal Consultant,Operations,India,Asia,14,25.210710708323443,93.51291275026163
2021,Medical Doctor,Marketing,India,Asia,18,27.676445800525563,75.90022192368617
2021,Civil Engineer,Finance,India,Asia,98,31.259069705058476,69.19582526691724
2021,Product Manager,Engineering,India,Asia,51,9.179092510243741,77.9636149258331
2021,UX Designer,Sales,India,Asia,71,17.851242301725065,75.67664659785754
2021,Cybersecurity Analyst,Operations,India,Asia,19,13.279023545921328,78.37978658345094
2021,AI Researcher,Sales,India,Asia,21,23.704205830933827,86.66594886543871
2021,Software Engineer,Finance,Brazil,South America,60,-29.892498920754075,-54.142551118850015
2021,Data Scientist,Sales,Brazil,South America,42,-21.154502794871192,-65.51847190730264
2021,Marketing Manager,Legal,Brazil,South America,30,-26.487155396896686,-64.5252367856379
2021,Financial Analyst,Legal,Brazil,South America,77,-27.13955998892949,-47.03650553656023
2021,HR Specialist,IT,Brazil,South America,81,-6.753535030172102,-60.19334421446005
2021,IT Support,HR,Brazil,South America,3,4.363138265043297,-41.8511650336676
2021,Sales Executive,Engineering,Brazil,South America,80,-32.59678428107634,-64.34938443877157
2021,Operations Manager,IT,Brazil,South America,89,-11.46343235567436,-59.178351837578354
2021,Legal Consultant,Marketing,Brazil,South America,56,-4.748308767051753,-52.268928343566
2021,Medical Doctor,IT,Brazil,South America,54,1.3960575176922916,-46.81119106016483
2021,Civil Engineer,Sales,Brazil,South America,79,-18.585374073643116,-60.75046310480474
2021,Product Manager,Operations,Brazil,South America,98,-23.191553444120487,-47.08560675142171
2021,UX Designer,HR,Brazil,South America,42,-30.856639786143447,-56.26723352277496
2021,Cybersecurity Analyst,Sales,Brazil,South America,62,3.0402856295939813,-57.96005628157942
2021,AI Researcher,Legal,Brazil,South America,47,-3.322252925317464,-50.993787801349505
2021,Software Engineer,Operations,China,Asia,71,24.334094914779307,95.57132848298298
2021,Data Scientist,Marketing,China,Asia,36,28.920687523384974,130.26831919363616
2021,Marketing Manager,Legal,China,Asia,16,18.159788454978944,100.42462257993225
2021,Financial Analyst,Finance,China,Asia,67,33.64508987318525,114.0989566835464
2021,HR Specialist,Operations,China,Asia,58,46.33513492835798,96.46849261839698
2021,IT Support,Marketing,China,Asia,43,38.41262627968263,116.10966167285554
2021,Sales Executive,Finance,China,Asia,86,52.92788340283732,94.69550965716844
2021,Operations Manager,Operations,China,Asia,56,51.56559631118214,124.472942558931
2021,Legal Consultant,Sales,China,Asia,91,38.33798377767481,78.17677417745034
2021,Medical Doctor,Marketing,China,Asia,8,49.86835698235758,124.0013671710752
